Date,Close
2020-01-01,104.96714153011233
2020-01-02,203.5844985184005
2020-01-03,310.0613838994074
2020-01-04,425.2916824634877
2020-01-05,522.9501487162544
2020-01-06,620.6087791467626
2020-01-07,736.4009073018365
2020-01-08,844.0752545933656
2020-01-09,939.3805107340161
2020-01-10,1044.8061111698757
2020-01-11,1140.1719342417512
2020-01-12,1235.5146367060486
2020-01-13,1337.934259421709
2020-01-14,1418.801456975131
2020-01-15,1501.5522786500007
2020-01-16,1595.9294033575911
2020-01-17,1685.8010921542468
2020-01-18,1788.9435654801996
2020-01-19,1879.8633247249875
2020-01-20,1965.7402877116347
2020-01-21,2080.3967754008504
2020-01-22,2178.139012395985
2020-01-23,2278.814294442864
2020-01-24,2364.5668125807297
2020-01-25,2459.122985335478
2020-01-26,2560.2322112325764
2020-01-27,2648.7222754583536
2020-01-28,2752.47925564181
2020-01-29,2846.4728687426223
2020-01-30,2943.5559312446894
2020-01-31,3037.5388651223952
2020-02-01,3156.0616469674846
2020-02-02,3255.9266747201054
2020-02-03,3345.3495654305466
2020-02-04,3453.5750145515785
2020-02-05,3541.366578051868
2020-02-06,3643.455214001916
2020-02-07,3723.858512763118
2020-02-08,3810.5766522741337
2020-02-09,3912.545264632825
2020-02-10,4019.929930432779
2020-02-11,4121.643613244679
2020-02-12,4220.487130420796
2020-02-13,4317.476093464904
2020-02-14,4402.69087356123
2020-02-15,4495.4924314772825
2020-02-16,4590.886043767685
2020-02-17,4701.457266029874
2020-02-18,4804.893448925558
2020-02-19,4887.263047371931
2020-02-20,4990.503887065879
2020-02-21,5086.653064261716
2020-02-22,5179.883844258657
2020-02-23,5286.000607147065
2020-02-24,5396.310602372025
2020-02-25,5505.623403563187
2020-02-26,5597.23122833096
2020-02-27,5694.139104572448
2020-02-28,5797.451738886483
2020-02-29,5907.207190157707
2020-03-01,6002.4154477792545
2020-03-02,6100.558858012616
2020-03-03,6189.4955082725555
2020-03-04,6277.533442031749
2020-03-05,6385.658700255691
2020-03-06,6499.221100541399
2020-03-07,6598.500999325596
2020-03-08,6708.536328304516
2020-03-09,6812.152688554993
2020-03-10,6905.701491008942
2020-03-11,7009.315447064026
2020-03-12,7124.695812728685
2020-03-13,7224.337552337585
2020-03-14,7339.983988895725
2020-03-15,7413.786537854828
2020-03-16,7522.00556289858
2020-03-17,7622.876033580962
2020-03-18,7719.8859600763035
2020-03-19,7820.803567841658
2020-03-20,7900.927878695649
2020-03-21,7998.731159817275
2020-03-22,8102.3022855323925
2020-03-23,8217.081225979808
2020-03-24,8311.898523797072
2020-03-25,8403.81358776814
2020-03-26,8498.796017332294
2020-03-27,8607.950038509314
2020-03-28,8711.23754960591
2020-03-29,8805.93994756824
2020-03-30,8911.072621899373
2020-03-31,9012.043397392854
2020-04-01,9121.729847298182
2020-04-02,9214.709316359409
2020-04-03,9311.432694893432
2020-04-04,9407.51161336211
2020-04-05,9492.87646388079
2020-04-06,9595.837666651436
2020-04-07,9698.448219373235
2020-04-08,9798.49935393966
2020-04-09,9896.153482605909
2020-04-10,9981.999775185404
2020-04-11,10077.79332195775
2020-04-12,10174.366176792482
2020-04-13,10266.343404100266
2020-04-14,10364.730546983605
2020-04-15,10468.77105555175
2020-04-16,10587.632914563856
2020-04-17,10689.378692692175
2020-04-18,10791.954196599403
2020-04-19,10891.20973744174
2020-04-20,10972.02202528875
2020-04-21,11071.756886534258
2020-04-22,11172.359188633669
2020-04-23,11296.991609758521
2020-04-24,11395.06800011071
2020-04-25,11498.083473534047
2020-04-26,11597.736355836994
2020-04-27,11686.049575460798
2020-04-28,11797.477803605949
2020-04-29,11904.997133932817
2020-04-30,12012.907453403248
2020-05-01,12103.8135788553
2020-05-02,12217.841521964661
2020-05-03,12303.823011336739
2020-05-04,12409.691582274741
2020-05-05,12531.596138532841
2020-05-06,12621.690775281535
2020-05-07,12716.027797985507
2020-05-08,12817.024311636384
2020-05-09,12911.989555095222
2020-05-10,12996.482920784561
2020-05-11,13097.168550532622
2020-05-12,13186.545513395362
2020-05-13,13291.281437701713
2020-05-14,13382.087195359374
2020-05-15,13497.586539409549
2020-05-16,13589.754006486186
2020-05-17,13686.533391324128
2020-05-18,13794.668563497826
2020-05-19,13882.359920333487
2020-05-20,13984.634519679528
2020-05-21,14097.705947222352
2020-05-22,14181.63111487674
2020-05-23,14283.477453462063
2020-05-24,14386.076281404547
2020-05-25,14493.89451012232
2020-05-26,14581.52500301354
2020-05-27,14668.320436882697
2020-05-28,14773.539852538866
2020-05-29,14876.509699271199
2020-05-30,14979.014627774657
2020-05-31,15082.479109869626
2020-06-01,15175.678862653842
2020-06-02,15278.001399625451
2020-06-03,15380.932124358438
2020-06-04,15473.788610178175
2020-06-05,15592.446355289623
2020-06-06,15697.184684498741
2020-06-07,15785.271649526714
2020-06-08,15891.837185613052
2020-06-09,15982.09036891078
2020-06-10,16089.961214948204
2020-06-11,16201.547170738279
2020-06-12,16293.340347554762
2020-06-13,16402.974108847204
2020-06-14,16507.10191811657
2020-06-15,16615.322519716512
2020-06-16,16734.290449543052
2020-06-17,16831.836568383023
2020-06-18,16924.299206739448
2020-06-19,17015.404062443195
2020-06-20,17107.24595959354
2020-06-21,17206.474942499397
2020-06-22,17309.886462247563
2020-06-23,17412.653370240863
2020-06-24,17520.925202731225
2020-06-25,17621.055221650004
2020-06-26,17735.590562421577
2020-06-27,17832.943994089197
2020-06-28,17960.145685755095
2020-06-29,18066.402359232743
2020-06-30,18157.83078366858
2020-07-01,18247.12185868797
2020-07-02,18351.946582840403
2020-07-03,18449.711954987146
2020-07-04,18556.851959928066
2020-07-05,18661.5843361738
2020-07-06,18760.856047047233
2020-07-07,18852.388109866548
2020-07-08,18937.23963761969
2020-07-09,19032.774488099018
2020-07-10,19141.338476042252
2020-07-11,19243.479413483554
2020-07-12,19331.022025696435
2020-07-13,19432.753834954947
2020-07-14,19536.607008752235
2020-07-15,19627.768434390222
2020-07-16,19729.30568544968
2020-07-17,19829.887772634138
2020-07-18,19918.458069655833
2020-07-19,20022.035943259318
2020-07-20,20127.643788523
2020-07-21,20238.474300954753
2020-07-22,20349.0123214751
2020-07-23,20435.23562779553
2020-07-24,20525.85737739638
2020-07-25,20631.007730068468
2020-07-26,20736.14558957759
2020-07-27,20841.296066440653
2020-07-28,20979.8233813472
2020-07-29,21085.53228645413
2020-07-30,21196.887942855938
2020-07-31,21306.42796049087
2020-08-01,21412.94187300393
2020-08-02,21509.789180557524
2020-08-03,21617.378872762456
2020-08-04,21709.65062061708
2020-08-05,21807.28243454968
2020-08-06,21902.42879907139
2020-08-07,22003.247540465254
2020-08-08,22126.39412613199
2020-08-09,22207.72147420607
2020-08-10,22314.584076109815
2020-08-11,22398.456917397918
2020-08-12,22493.737598740023
2020-08-13,22604.627104709696
2020-08-14,22705.26990490065
2020-08-15,22794.49245712136
2020-08-16,22887.33942002876
2020-08-17,22994.135397518105
2020-08-18,23086.831731200935
2020-08-19,23188.996317096753
2020-08-20,23289.45203549579
2020-08-21,23382.93603201973
2020-08-22,23504.375472912983
2020-08-23,23610.714663136165
2020-08-24,23690.46323726959
2020-08-25,23792.327780417283
2020-08-26,23885.7099157696
2020-08-27,23994.234249117562
2020-08-28,24086.309041733235
2020-08-29,24185.161677318567
2020-08-30,24290.21155010837
2020-08-31,24398.869102050074
2020-09-01,24486.866137979516
2020-09-02,24583.521125621108
2020-09-03,24678.771672509498
2020-09-04,24772.23838018376
2020-09-05,24889.892922586572
2020-09-06,24993.94273969618
2020-09-07,25081.33390015283
2020-09-08,25190.51251962338
2020-09-09,25311.734081593506
2020-09-10,25422.058734199018
2020-09-11,25506.865034539478
2020-09-12,25602.022693810817
2020-09-13,25714.691805302682
2020-09-14,25807.615110646493
2020-09-15,25912.053304927955
2020-09-16,26019.799645462248
2020-09-17,26110.530340746467
2020-09-18,26209.935087185848
2020-09-19,26277.52241378516
2020-09-20,26367.278537371814
2020-09-21,26464.75285585788
2020-09-22,26552.275024038234
2020-09-23,26668.599137077552
2020-09-24,26754.297723297947
2020-09-25,26849.897278430977
2020-09-26,26951.20468420384
2020-09-27,27065.6174170945
2020-09-28,27151.258795582708
2020-09-29,27262.890433104258
2020-09-30,27362.992763714454
2020-10-01,27453.177677203974
2020-10-02,27557.798711946605
2020-10-03,27659.78930890234
2020-10-04,27753.78714013075
2020-10-05,27854.48516098065
2020-10-06,27950.632025012033
2020-10-07,28051.767198464546
2020-10-08,28158.388505209758
2020-10-09,28274.24867337121
2020-10-10,28361.87051838294
2020-10-11,28483.200852129503
2020-10-12,28563.679974134277
2020-10-13,28662.16212318392
2020-10-14,28768.045295248765
2020-10-15,28870.855213926116
2020-10-16,28964.62821872791
2020-10-17,29062.546996224337
2020-10-18,29157.616986877747
2020-10-19,29251.723339308304
2020-10-20,29360.219360278516
2020-10-21,29463.789515138167
2020-10-22,29556.86041918556
2020-10-23,29665.856417939893
2020-10-24,29768.92941314866
2020-10-25,29877.05803433705
2020-10-26,29983.354322756284
2020-10-27,30075.064372647063
2020-10-28,30169.46256224509
2020-10-29,30276.935498296323
2020-10-30,30383.039200950658
2020-10-31,30482.830185011015
2020-11-01,30584.0034588441
