Date,Close
2021-01-01,209.93428306022466
2021-01-02,407.168997036801
2021-01-03,620.1227677988148
2021-01-04,850.5833649269754
2021-01-05,1045.9002974325088
2021-01-06,1241.2175582935251
2021-01-07,1472.801814603673
2021-01-08,1688.1505091867311
2021-01-09,1878.7610214680321
2021-01-10,2089.6122223397515
2021-01-11,2280.3438684835023
2021-01-12,2471.029273412097
2021-01-13,2675.868518843418
2021-01-14,2837.602913950262
2021-01-15,3003.1045573000015
2021-01-16,3191.8588067151823
2021-01-17,3371.6021843084936
2021-01-18,3577.887130960399
2021-01-19,3759.726649449975
2021-01-20,3931.4805754232693
2021-01-21,4160.793550801701
2021-01-22,4356.27802479197
2021-01-23,4557.628588885728
2021-01-24,4729.133625161459
2021-01-25,4918.245970670956
2021-01-26,5120.464422465153
2021-01-27,5297.444550916707
2021-01-28,5504.95851128362
2021-01-29,5692.9457374852445
2021-01-30,5887.111862489379
2021-01-31,6075.0777302447905
2021-02-01,6312.123293934969
2021-02-02,6511.853349440211
2021-02-03,6690.699130861093
2021-02-04,6907.150029103157
2021-02-05,7082.733156103736
2021-02-06,7286.910428003832
2021-02-07,7447.717025526236
2021-02-08,7621.153304548267
2021-02-09,7825.09052926565
2021-02-10,8039.859860865558
2021-02-11,8243.287226489358
2021-02-12,8440.974260841593
2021-02-13,8634.952186929808
2021-02-14,8805.38174712246
2021-02-15,8990.984862954565
2021-02-16,9181.77208753537
2021-02-17,9402.914532059747
2021-02-18,9609.786897851116
2021-02-19,9774.526094743862
2021-02-20,9981.007774131758
2021-02-21,10173.306128523433
2021-02-22,10359.767688517313
2021-02-23,10572.00121429413
2021-02-24,10792.62120474405
2021-02-25,11011.246807126374
2021-02-26,11194.46245666192
2021-02-27,11388.278209144895
2021-02-28,11594.903477772967
2021-03-01,11814.414380315415
2021-03-02,12004.830895558509
2021-03-03,12201.117716025232
2021-03-04,12378.991016545111
2021-03-05,12555.066884063497
2021-03-06,12771.317400511381
2021-03-07,12998.442201082798
2021-03-08,13197.001998651192
2021-03-09,13417.072656609032
2021-03-10,13624.305377109986
2021-03-11,13811.402982017884
2021-03-12,14018.630894128051
2021-03-13,14249.39162545737
2021-03-14,14448.67510467517
2021-03-15,14679.96797779145
2021-03-16,14827.573075709655
2021-03-17,15044.01112579716
2021-03-18,15245.752067161924
2021-03-19,15439.771920152607
2021-03-20,15641.607135683316
2021-03-21,15801.855757391299
2021-03-22,15997.46231963455
2021-03-23,16204.604571064785
2021-03-24,16434.162451959615
2021-03-25,16623.797047594144
2021-03-26,16807.62717553628
2021-03-27,16997.592034664587
2021-03-28,17215.90007701863
2021-03-29,17422.47509921182
2021-03-30,17611.87989513648
2021-03-31,17822.145243798746
2021-04-01,18024.086794785708
2021-04-02,18243.459694596364
2021-04-03,18429.418632718818
2021-04-04,18622.865389786864
2021-04-05,18815.02322672422
2021-04-06,18985.75292776158
2021-04-07,19191.675333302872
2021-04-08,19396.89643874647
2021-04-09,19596.99870787932
2021-04-10,19792.306965211817
2021-04-11,19963.99955037081
2021-04-12,20155.5866439155
2021-04-13,20348.732353584965
2021-04-14,20532.68680820053
2021-04-15,20729.46109396721
2021-04-16,20937.5421111035
2021-04-17,21175.26582912771
2021-04-18,21378.75738538435
2021-04-19,21583.908393198806
2021-04-20,21782.41947488348
2021-04-21,21944.0440505775
2021-04-22,22143.513773068516
2021-04-23,22344.718377267338
2021-04-24,22593.983219517042
2021-04-25,22790.13600022142
2021-04-26,22996.166947068094
2021-04-27,23195.47271167399
2021-04-28,23372.099150921596
2021-04-29,23594.955607211898
2021-04-30,23809.994267865633
2021-05-01,24025.814906806496
2021-05-02,24207.6271577106
2021-05-03,24435.683043929323
2021-05-04,24607.646022673478
2021-05-05,24819.383164549483
2021-05-06,25063.192277065682
2021-05-07,25243.38155056307
2021-05-08,25432.055595971015
2021-05-09,25634.048623272767
2021-05-10,25823.979110190445
2021-05-11,25992.965841569123
2021-05-12,26194.337101065244
2021-05-13,26373.091026790724
2021-05-14,26582.562875403426
2021-05-15,26764.17439071875
2021-05-16,26995.173078819098
2021-05-17,27179.508012972372
2021-05-18,27373.066782648257
2021-05-19,27589.33712699565
2021-05-20,27764.719840666974
2021-05-21,27969.269039359056
2021-05-22,28195.411894444704
2021-05-23,28363.26222975348
2021-05-24,28566.954906924126
2021-05-25,28772.152562809093
2021-05-26,28987.78902024464
2021-05-27,29163.05000602708
2021-05-28,29336.640873765395
2021-05-29,29547.079705077733
2021-05-30,29753.019398542398
2021-05-31,29958.029255549314
2021-06-01,30164.958219739252
2021-06-02,30351.357725307684
2021-06-03,30556.002799250902
2021-06-04,30761.864248716876
2021-06-05,30947.57722035635
2021-06-06,31184.892710579246
2021-06-07,31394.369368997483
2021-06-08,31570.54329905343
2021-06-09,31783.674371226105
2021-06-10,31964.18073782156
2021-06-11,32179.922429896407
2021-06-12,32403.094341476557
2021-06-13,32586.680695109524
2021-06-14,32805.94821769441
2021-06-15,33014.20383623314
2021-06-16,33230.645039433024
2021-06-17,33468.580899086104
2021-06-18,33663.67313676605
2021-06-19,33848.598413478896
2021-06-20,34030.80812488639
2021-06-21,34214.49191918708
2021-06-22,34412.949884998794
2021-06-23,34619.772924495126
2021-06-24,34825.30674048173
2021-06-25,35041.85040546245
2021-06-26,35242.11044330001
2021-06-27,35471.181124843155
2021-06-28,35665.887988178394
2021-06-29,35920.29137151019
2021-06-30,36132.804718465486
2021-07-01,36315.66156733716
2021-07-02,36494.24371737594
2021-07-03,36703.893165680805
2021-07-04,36899.42390997429
2021-07-05,37113.70391985613
2021-07-06,37323.1686723476
2021-07-07,37521.712094094466
2021-07-08,37704.776219733096
2021-07-09,37874.47927523938
2021-07-10,38065.548976198035
2021-07-11,38282.676952084505
2021-07-12,38486.95882696711
2021-07-13,38662.04405139287
2021-07-14,38865.50766990989
2021-07-15,39073.21401750447
2021-07-16,39255.536868780444
2021-07-17,39458.61137089936
2021-07-18,39659.775545268276
2021-07-19,39836.91613931167
2021-07-20,40044.071886518635
2021-07-21,40255.287577046
2021-07-22,40476.948601909506
2021-07-23,40698.0246429502
2021-07-24,40870.47125559106
2021-07-25,41051.71475479276
2021-07-26,41262.015460136936
2021-07-27,41472.29117915518
2021-07-28,41682.592132881306
2021-07-29,41959.6467626944
2021-07-30,42171.06457290826
2021-07-31,42393.775885711875
2021-08-01,42612.85592098174
2021-08-02,42825.88374600786
2021-08-03,43019.57836111505
2021-08-04,43234.75774552491
2021-08-05,43419.30124123416
2021-08-06,43614.56486909936
2021-08-07,43804.85759814278
2021-08-08,44006.49508093051
2021-08-09,44252.78825226398
2021-08-10,44415.44294841214
2021-08-11,44629.16815221963
2021-08-12,44796.913834795836
2021-08-13,44987.475197480046
2021-08-14,45209.25420941939
2021-08-15,45410.5398098013
2021-08-16,45588.98491424272
2021-08-17,45774.67884005752
2021-08-18,45988.27079503621
2021-08-19,46173.66346240187
2021-08-20,46377.992634193506
2021-08-21,46578.90407099158
2021-08-22,46765.87206403946
2021-08-23,47008.75094582597
2021-08-24,47221.42932627233
2021-08-25,47380.92647453918
2021-08-26,47584.655560834566
2021-08-27,47771.4198315392
2021-08-28,47988.468498235125
2021-08-29,48172.61808346647
2021-08-30,48370.323354637134
2021-08-31,48580.42310021674
2021-09-01,48797.73820410015
2021-09-02,48973.73227595903
2021-09-03,49167.042251242216
2021-09-04,49357.543345018996
2021-09-05,49544.47676036752
2021-09-06,49779.785845173144
2021-09-07,49987.88547939236
2021-09-08,50162.66780030566
2021-09-09,50381.02503924676
2021-09-10,50623.46816318701
2021-09-11,50844.117468398035
2021-09-12,51013.730069078956
2021-09-13,51204.045387621634
2021-09-14,51429.383610605364
2021-09-15,51615.230221292986
2021-09-16,51824.10660985591
2021-09-17,52039.599290924496
2021-09-18,52221.060681492934
2021-09-19,52419.870174371696
2021-09-20,52555.04482757032
2021-09-21,52734.55707474363
2021-09-22,52929.50571171576
2021-09-23,53104.55004807647
2021-09-24,53337.198274155104
2021-09-25,53508.59544659589
2021-09-26,53699.794556861954
2021-09-27,53902.40936840768
2021-09-28,54131.234834189
2021-09-29,54302.517591165415
2021-09-30,54525.780866208515
2021-10-01,54725.98552742891
2021-10-02,54906.35535440795
2021-10-03,55115.59742389321
2021-10-04,55319.57861780468
2021-10-05,55507.5742802615
2021-10-06,55708.9703219613
2021-10-07,55901.26405002407
2021-10-08,56103.53439692909
2021-10-09,56316.777010419515
2021-10-10,56548.49734674242
2021-10-11,56723.74103676588
2021-10-12,56966.401704259006
2021-10-13,57127.35994826855
2021-10-14,57324.32424636784
2021-10-15,57536.09059049753
2021-10-16,57741.71042785223
2021-10-17,57929.25643745582
2021-10-18,58125.093992448674
2021-10-19,58315.233973755494
2021-10-20,58503.44667861661
2021-10-21,58720.43872055703
2021-10-22,58927.579030276334
2021-10-23,59113.72083837112
2021-10-24,59331.712835879785
2021-10-25,59537.85882629732
2021-10-26,59754.1160686741
2021-10-27,59966.70864551257
2021-10-28,60150.128745294125
2021-10-29,60338.92512449018
2021-10-30,60553.87099659265
2021-10-31,60766.078401901315
2021-11-01,60965.66037002203
2021-11-02,61168.0069176882
2021-11-03,61393.56021560397
2021-11-04,61581.728787827255
2021-11-05,61792.67073545066
2021-11-06,61988.62688240198
2021-11-07,62184.27325833743
2021-11-08,62406.24879537718
2021-11-09,62622.75712235694
2021-11-10,62839.02731507695
2021-11-11,63065.136891220034
2021-11-12,63265.55696805269
2021-11-13,63479.19602747859
2021-11-14,63672.99069234672
2021-11-15,63879.47401939649
2021-11-16,64076.871158309135
2021-11-17,64278.81107760899
2021-11-18,64490.714218117726
2021-11-19,64674.34980445306
2021-11-20,64916.19754996677
2021-11-21,65096.077202336775
2021-11-22,65271.79343008102
2021-11-23,65494.955647551025
2021-11-24,65710.78890143028
2021-11-25,65923.27129777132
2021-11-26,66135.8382079566
2021-11-27,66335.59327249967
2021-11-28,66517.64818506995
2021-11-29,66719.16427623383
2021-11-30,66905.6210420036
2021-12-01,67125.12343667194
2021-12-02,67322.1822890419
2021-12-03,67505.67234510605
2021-12-04,67699.244628273
2021-12-05,67907.5032573585
2021-12-06,68096.22876630243
2021-12-07,68279.7843583911
2021-12-08,68484.65810262095
2021-12-09,68689.55743404312
2021-12-10,68879.4185705357
2021-12-11,69069.99780442333
2021-12-12,69274.63880317048
2021-12-13,69445.67711634054
2021-12-14,69617.527840853
2021-12-15,69803.15895642796
2021-12-16,69998.89001339371
2021-12-17,70205.10816470567
2021-12-18,70434.61528904467
2021-12-19,70651.76848150871
2021-12-20,70848.56971090945
2021-12-21,71048.18938675139
2021-12-22,71228.13879945863
2021-12-23,71427.76853673877
2021-12-24,71621.99536396038
2021-12-25,71828.44973516715
2021-12-26,72011.9051162961
2021-12-27,72222.29204658091
2021-12-28,72452.94682484097
2021-12-29,72650.77162187183
2021-12-30,72858.8058563138
2021-12-31,73072.60873614803
2022-01-01,73264.58432671032
2022-01-02,73469.06617634653
2022-01-03,73669.31802436216
2022-01-04,73871.27154633314
2022-01-05,74055.81135065603
2022-01-06,74256.30155414122
2022-01-07,74466.26151996612
2022-01-08,74695.28439212202
2022-01-09,74914.46980864373
2022-01-10,75157.53345779396
2022-01-11,75342.1865065362
2022-01-12,75559.63291927062
2022-01-13,75763.29975938538
2022-01-14,76007.09581804974
2022-01-15,76190.92985234264
2022-01-16,76374.13541549903
2022-01-17,76562.14756259015
2022-01-18,76719.66964810395
2022-01-19,76909.15454767033
2022-01-20,77093.97189443925
2022-01-21,77296.97977016878
2022-01-22,77503.81488968432
2022-01-23,77741.33830646863
2022-01-24,77960.34678323235
2022-01-25,78148.8087101191
2022-01-26,78330.84041669214
2022-01-27,78540.67880012227
2022-01-28,78714.27413598186
2022-01-29,78950.90331129894
2022-01-30,79174.49211371336
2022-01-31,79365.10860067127
2022-02-01,79530.84591008945
2022-02-02,79757.92335757276
2022-02-03,79955.6325606677
2022-02-04,80180.38888690717
2022-02-05,80348.50033373128
2022-02-06,80536.51283327221
2022-02-07,80736.61770726657
2022-02-08,80937.55731914187
2022-02-09,81128.55600971228
2022-02-10,81341.01300835922
2022-02-11,81519.66059977157
2022-02-12,81716.81301007114
2022-02-13,81919.21892270538
2022-02-14,82129.50769938655
2022-02-15,82343.73999694832
2022-02-16,82521.24715511156
2022-02-17,82690.56487169684
2022-02-18,82916.11840813482
2022-02-19,83122.76468837442
2022-02-20,83307.79495764329
2022-02-21,83538.81799715373
2022-02-22,83741.1314898396
2022-02-23,83964.71743352087
2022-02-24,84166.06780314907
2022-02-25,84407.28276164671
2022-02-26,84642.38957849558
2022-02-27,84837.410295526
2022-02-28,85056.8417145451
2022-03-01,85269.7492335368
2022-03-02,85497.12186468745
2022-03-03,85677.82339547585
2022-03-04,85891.54442467581
2022-03-05,86112.7129144128
2022-03-06,86277.53812468433
2022-03-07,86453.87295443102
2022-03-08,86613.08831087581
2022-03-09,86807.70017418692
2022-03-10,87022.05101930283
2022-03-11,87252.09816034476
2022-03-12,87453.58005595315
2022-03-13,87686.15236686457
2022-03-14,87858.55033770028
2022-03-15,88024.48268891317
2022-03-16,88223.37173493524
2022-03-17,88431.05304391403
2022-03-18,88630.39914895214
2022-03-19,88789.05030695135
2022-03-20,88987.2679061611
2022-03-21,89161.178516151
2022-03-22,89374.5719671276
2022-03-23,89581.90393204954
2022-03-24,89763.10633632299
2022-03-25,89952.82899797626
2022-03-26,90131.64472753849
2022-03-27,90330.39114559302
2022-03-28,90549.49399200304
2022-03-29,90729.77947107634
2022-03-30,90939.8604013867
2022-03-31,91129.25524901925
2022-04-01,91313.397792374
2022-04-02,91511.25718517491
2022-04-03,91690.55233872653
2022-04-04,91879.47935261959
2022-04-05,92055.5217947678
2022-04-06,92294.81629742614
2022-04-07,92495.52156846557
2022-04-08,92681.52705830571
2022-04-09,92885.80665652039
2022-04-10,93083.56009552657
2022-04-11,93279.1407035359
2022-04-12,93491.42403753677
2022-04-13,93706.57419173772
2022-04-14,93895.9641687855
2022-04-15,94084.44780397261
2022-04-16,94278.94677002958
2022-04-17,94432.90834673487
2022-04-18,94602.6045254909
2022-04-19,94829.94201083979
2022-04-20,95062.84136510981
2022-04-21,95257.86064431869
2022-04-22,95469.3917835798
2022-04-23,95675.61678667068
2022-04-24,95937.19440283978
