Price,Volume,Volatility,Signal
34981.6047538945,3799.044102820315,7.326983278800706,buy
58028.57225639665,3395.8297526908923,1.9266687564272447,buy
49279.7576724562,1843.9237337783145,3.5317329742618733,sell
43946.33936788146,6111.9400340047305,6.666478304892401,buy
26240.74561769746,4818.579189035426,4.872684510792351,sell
26239.780813448106,8670.439824007637,7.411853282485449,buy
22323.34448672798,417.8848467723767,9.615958222106311,buy
54647.045830997406,6474.29248279575,1.2538122083804553,buy
44044.60046972835,7653.193897264455,7.124720392340803,sell
48322.90311184182,7618.91703496424,2.380407140757934,sell
20823.379771832097,8872.132274245698,4.203319601334935,buy
58796.39408647977,7317.434054011991,0.42534098537188425,buy
53297.70563201687,9285.319610312194,1.4454830846977196,buy
28493.564427131045,3393.3003382268253,3.265795161584107,buy
27272.998688284024,5081.773225840277,3.4856594723510512,buy
27336.18039413735,239.3886665006177,9.005893642974748,buy
32169.68971838151,168.88011430258302,7.443947801738499,buy
40990.25726528952,2477.253542470047,9.724611385051707,sell
37277.80074568463,1097.991251676944,6.030807952318881,sell
31649.165607921677,2676.0925425639607,2.492965947704048,buy
44474.11578889518,1852.7286158311342,3.3437847962242646,buy
25579.754426081672,382.3482459026176,3.2663756405904745,buy
31685.78594140873,9102.11104941989,3.332293843866191,buy
34654.47373174767,181.4090007500261,6.762345313806975,buy
38242.79936868144,7387.213228937146,5.35499848809512,buy
51407.03845572054,1606.2640805032136,3.915699363057779,sell
27986.95128633439,9131.07325779604,1.5759887104142944,sell
40569.37753654446,8938.679801939868,0.3191777131272445,sell
43696.5827544817,6573.621349055647,2.2664633081181567,buy
21858.01650879991,6755.118083025991,1.1639668992899446,sell
44301.79407605753,152.85750549991658,7.87590580543717,buy
26820.964947491662,9850.22850452466,1.2137297823574655,sell
22602.06371941118,8790.542775400563,7.269859549337678,buy
57955.42149013333,8961.551634727912,3.9180210287832185,sell
58625.28132298237,6626.520916803632,0.8264460584633821,buy
52335.89392465845,3513.3905936799115,8.146027489372699,sell
32184.55076693483,8947.12162599576,5.838342645342472,sell
23906.884560255356,2986.017588696804,2.4340389773493736,sell
47369.321060486276,5670.844279087808,8.957343625893412,buy
37606.09974958406,1087.3366262044356,0.5480573073184595,buy
24881.529393791152,9227.360738314226,2.0980141211578527,buy
39807.07640445081,1493.627531935012,7.545264585278024,buy
21375.540844608735,2326.478376731032,7.122841510067903,buy
56372.81608315128,5625.528165469328,2.9637897678723326,sell
30351.19926400068,7664.520702108517,0.7140462659925528,buy
46500.891374159284,6231.5779287693595,8.594972915026943,buy
32468.443043576437,2398.125736721546,3.2056066168920356,buy
40802.72084711243,109.33612102215432,2.0375628077898256,sell
41868.41117373119,7595.790745043648,5.209012041373673,sell
27394.17822102108,9853.552526519828,9.111249272896229,sell
58783.38511058234,8118.139891030295,0.5311111206494159,buy
51005.31293444458,4656.045519750492,7.681460471505789,buy
57579.95766256756,9047.295887851154,5.7674849565932185,sell
55793.094017105956,4157.491963871666,4.311946253862987,buy
43915.9991524434,5296.8474340103285,7.466396396640095,buy
56874.969400924674,4823.584697217264,9.66166180197216,buy
23539.70008207678,4531.476339388697,2.3691414905106414,buy
27839.314496765808,7774.388616009667,1.5221089142139843,buy
21809.09155642152,5315.012181967971,9.1375292777047,sell
33013.21323053057,3235.499508049639,6.722635466827307,sell
35547.09158757928,2655.7658598189355,4.436061613463463,sell
30853.961270955835,473.6984379775905,5.775269745616402,buy
53149.500366077176,5873.632102642156,7.481577661244816,sell
34270.13306774357,2376.6180124702387,7.7530157971866,buy
31237.38038749523,1566.5258279621926,9.20695239010775,sell
41707.84332632994,6572.9166418940085,4.325743610066664,buy
25636.968998990505,6843.9716524333335,3.0047680091920106,buy
52087.87923016159,7546.333433350893,6.4326762412194345,sell
22982.025747190833,5085.411273752055,4.21570620286735,sell
59475.47746402069,8951.140591518477,5.986524694094881,sell
50889.7907718663,9369.793258642456,4.257859404713907,buy
27948.627261366895,8092.972303945645,1.6146582881139275,sell
20220.884684944096,6392.375471881053,4.747324841423688,sell
52618.457138193364,3106.837440552768,6.940086437216225,sell
48274.29375390468,9831.15472404019,8.012909695909734,sell
49160.286721639495,2813.9480552001896,4.983930140285813,buy
50850.81386743783,2106.3035277052677,1.7358551130829691,buy
22961.786069363614,4477.325726487169,4.205408325529373,buy
34338.6291417709,662.7216500526457,7.884309895532812,sell
24634.76238100519,9787.09520025073,4.187306779109021,sell
54524.13703502374,5925.492208522605,6.995654856681801,sell
44931.92507310232,5613.825707475335,5.121415448613089,buy
33235.92099410597,6592.383171007227,2.4881089385830273,sell
22542.334011440944,5020.534112994345,7.981890029428436,buy
32439.292868626486,417.42881923596167,0.9337131952998017,sell
33007.33288106988,6161.881759519928,5.2964137992759905,buy
49184.247133522564,7190.121381868664,2.168021239009709,buy
45502.29885420852,4225.8157001781265,0.763949722559619,sell
55488.50970305306,7597.22616350481,5.079045977124164,sell
38888.59700647797,2347.312863450364,5.0456653437557435,buy
24783.76983753207,2290.638251555222,7.098318926589636,buy
48529.7914889198,1698.028178106982,7.473031861213858,sell
50431.4019446759,3782.7481219127026,7.305135738059678,buy
42451.08790277985,8485.419150351927,4.154631455875875,sell
50838.68719818244,8296.329415275737,6.353728893542969,sell
39751.82385457563,3889.9596588386876,5.811757902175207,buy
40909.31317527976,5932.275486204342,4.273461385557503,buy
37101.640734341985,7236.081533101665,6.012405672441333,sell
21016.76506976381,2487.9470688174274,9.477753979391998,buy
24315.657079732176,1764.5967503579961,2.0096480624456357,buy
21257.16742746937,9723.75033280188,9.06714374827671,sell
45456.416450551216,6213.817400775223,0.6292095884336638,buy
32574.239243053067,9816.015646153272,3.153053207726441,buy
40342.827646588106,3443.784272609068,2.95263796125413,buy
56302.65895704372,7060.013829743902,6.301014568020967,buy
29971.689165955,2303.776001758253,1.3991270225951744,sell
36415.31692142519,2685.881695611738,8.835241357213562,buy
50222.04554172195,5167.831000569277,8.302658943803909,buy
29151.926619664897,3264.2194425299053,6.55545161488425,buy
23079.19639315172,1759.4534820217862,4.638296934742757,buy
31590.05811655072,2702.5189496943276,9.336264817206576,sell
26448.851490160177,453.90910521205996,8.324390891733504,sell
57187.90609370292,7073.793852627117,5.043219966004324,sell
52324.81518257668,4971.95490515003,7.0485462090976805,buy
45336.15026041694,1033.0063574048036,5.712606526578877,sell
54858.42360750871,1799.770531972063,5.920628160043819,sell
52146.88307596458,1115.0919273151758,3.3766630874309658,buy
27462.802355441432,6164.668801931177,4.674637585786478,buy
55702.35993959911,1032.6825997636886,0.8734021648184677,sell
41573.68967662603,7567.395097048639,3.637752047479466,sell
52297.6062065625,303.0581012718726,6.988702302085304,buy
55843.65199693973,2568.820301159332,9.536838702011245,buy
32720.138998874558,8917.600091329881,9.634334716353901,buy
24402.07698110707,7213.460049410236,5.601656404336428,sell
29117.406501677666,822.3864959643084,6.105560292914863,buy
37084.31154505025,8229.14843440328,1.9386397364595784,sell
52720.590636899724,4981.047703248028,6.983550270125954,sell
54429.223330253735,8483.15196897141,0.7995220474764237,sell
20278.085221247627,6047.323767058894,2.918388289414501,buy
40429.892103102626,6850.147017125301,6.7167971381258775,sell
36696.440125951165,9935.66544791751,3.1720703022805443,sell
28884.31241882921,2400.12190464778,0.5934840537330978,sell
24794.614693347314,6277.061190137744,8.335517052574541,sell
33504.60685614512,4657.181761568244,3.1722670706321745,buy
57716.38815650077,490.5743339346452,0.7247417261009164,sell
32928.11728083021,243.25935087836385,0.8404028285783653,buy
40751.624869734645,1280.3629203968007,2.592412108008661,buy
48120.75835580711,6526.008231331626,1.86235787749311,sell
34545.18409517176,5714.914570342583,7.765571166023493,sell
58871.28330883843,5578.952655520901,3.284672062003641,buy
58497.891797684446,415.38194902977483,8.066488271894343,buy
30071.291833014566,4746.09966396407,1.8210753784492129,buy
39889.94023569542,9253.765896641033,4.9795038774864295,buy
32035.132392670785,4036.1595061754015,6.9115676221759745,sell
31393.619775098705,6286.732450905718,6.554709453271963,sell
21475.477894181313,7820.204888669121,6.05118115830966,sell
44382.57335919587,7860.860263504687,9.255733859118582,sell
40107.16092915446,5240.872815713186,2.3623989622967696,buy
22059.150049999575,8593.72425948313,4.987820124174843,buy
31145.858569464457,3974.6431243010948,8.851526245716846,sell
56330.63543866615,8898.062826369503,0.8711482793920546,sell
29582.475626678897,2478.2489473158985,0.653293855705445,sell
25795.794883648923,2874.142429206653,2.409692646827085,buy
39578.11041110252,625.8941795701109,6.366910073426383,sell
59426.01816442403,7976.260181768601,2.6728083018530886,buy
29682.210860460014,4228.846838703786,1.98337484970711,buy
46885.421896235144,2368.2544777228504,4.642142922047092,buy
